company,parent,round,date,amount_cr,post_money_cr,investors,founded,fit_for_fresher,role_title,role_family,likelihood,band_low_lpa,band_high_lpa,band_confidence,careers_url,why
Fundly,,Venture Debt,2026-09-08,8.5,,,2021,,Credit / Risk Analyst — Embedded Lending,"Business analyst and data analyst (entry-level, 0-2 years, India)",likely,,,low,https://in.linkedin.com/company/fundlyai/jobs,"INR 286+ Cr already disbursed and $0.9M of fresh venture debt to deploy. Expanding checkout credit means more underwriting, limit-setting, portfolio monitoring and collections MIS — the standard entry-level analyst seat at an embedded-finance company."
Fundly,,Venture Debt,2026-09-08,8.5,,,2021,,"Operations Associate — Order, Payments and Settlement Ops","Operations, supply chain and city launch (entry-level, 0-2 years, India)",likely,,,low,https://in.linkedin.com/company/fundlyai/jobs,"The product bundles ordering, payment settlement and credit in one flow, so every new city adds reconciliation, dispute and collection follow-up work. This is the cheapest headcount to add after a raise and the most common 0-1 year business hire at a ~50-person fintech."
Fundly,,Venture Debt,2026-09-08,8.5,,,2021,,Category / Sourcing Associate — Pharma Catalogue and Pricing,Category management and merchandising,possible,,,low,https://in.linkedin.com/company/fundlyai/jobs,"A B2B medicine marketplace lives on catalogue accuracy, schemes and margin management across thousands of SKUs. Expanding the commerce line is the part of the round that most directly creates category-ops work, though at 50 people this may still sit inside the ops team rather than get its own title."
Fundly,,Venture Debt,2026-09-08,8.5,,,2021,,Product Analyst — FundlyMart,"Product analyst and associate product manager (APM) — entry level, 0–2 years, India",possible,,,low,https://in.linkedin.com/company/fundlyai/jobs,"An unverified iimjobs listing for a Senior Product Manager suggests the product function is being built out; a senior PM hire is usually followed by a junior analyst to own funnel, adoption and repeat-order metrics across the three product lines the round funds."
Fundly,,Venture Debt,2026-09-08,8.5,,,2021,,Associate — Founder's Office / Business Strategy,"Founder's office / chief of staff / strategy associate — entry-level (0-2 years), India (business-side, not engineering)",possible,,,low,https://in.linkedin.com/company/fundlyai/jobs,Typical post-raise hire at a ~50-person company with distributed field staff across 24+ cities and new investor reporting obligations. Real but genuinely optional — many companies this size never open one.
Fundly,,Venture Debt,2026-09-08,8.5,,,2021,,Growth / Performance Marketing Associate,Growth and performance marketing,possible,,,low,https://in.linkedin.com/company/fundlyai/jobs,"The digital-commerce leg of the round implies demand generation for FundlyMart, but retailer acquisition in pharma is overwhelmingly field- and referral-led, so a dedicated entry-level growth seat is the least likely of these."
Reagvis,,Seed,2026-09-07,0.25,,Runway Incubator,2025,,,,,,,,,
udaan,,Series H,2026-09-07,75.0,,Swiggy,2016,,,,,,,,,
Mokobara,,Series C,2026-09-05,170.0,,Sauce[+4],2019,,,,,,,,,
Surat T Shirt,,Seed,2026-09-05,,,,2026,,,,,,,,,
MeduLance,,Series A,2026-09-04,24.0,,Auxano[+2],2017,,,,,,,,,
Sugar Cosmetics,FAB BAG,Series D,2026-09-04,145.0,,A91 Partners,2012,,,,,,,,,
MAKR,,Seed,2026-09-03,10.4,,Bluehill VC[+1],2024,,,,,,,,,
Science4Beauty,,Seed,2026-09-03,17.5,,4growth VC[+1],,,,,,,,,,
Slice,,Series D,2026-09-03,945.0,4250.0,Kado Capital[+5],2015,,,,,,,,,
Ultrahuman,,Venture Debt,2026-09-03,47.2,,Alteria Capital,2019,,,,,,,,,
VLCC,VLCC Group,Conventional Debt,2026-09-03,110.0,,BlackSoil,1989,,,,,,,,,
Creedom,,Seed,2026-09-02,4.08,,Raghunandan G[+1],2024,,,,,,,,,
72 Street,,Angel,2026-09-01,3.99,,,2025,,,,,,,,,
Alteon,,Seed,2026-09-01,24.0,,Together[+1],2023,,,,,,,,,
Oppex,,Seed,2026-09-01,4.75,,Info Edge Ventures,2025,,,,,,,,,
Yuma Energy,Yulu,Series A,2026-09-01,335.0,,Magna,2023,,,,,,,,,
BGauss,RR Global,Series D,2026-08-20,111.0,,Adesh Realtor[+2],2020,mixed,Institutional Sales (B2B) & Corporate Sales - Executive,"Business development, inside sales and account management",listed now,4.5,7.5,low,https://www.linkedin.com/company/bgauss/jobs/,"Listed active in Bengaluru. Sells fleets to corporates, logistics and delivery operators — a channel BGauss needs because B2B volume fills the Chakan line faster than one-scooter-at-a-time retail. Priced off the BD family's Series C+ Bengaluru row (Rs 6.5-12L) rather than the Pune row, then cut roug"
BGauss,RR Global,Series D,2026-08-20,111.0,,Adesh Realtor[+2],2020,mixed,MIS Executive,Business analyst and data analyst,listed now,2.5,4.5,low,https://www.linkedin.com/company/bgauss/jobs/,"Listed in Hyderabad, 1-5 years, described as back office and data entry. A dealer network going from 120 to 500 outlets generates sales, stock and claims reporting that someone has to consolidate, so more of these will open as the network grows. Priced far below the analyst row's Rs 4-11L range beca"
BGauss,RR Global,Series D,2026-08-20,111.0,,Adesh Realtor[+2],2020,mixed,Service Technician – Task Force,"Operations, supply chain and city launch (field service)",listed now,2.4,4,low,https://www.linkedin.com/company/bgauss/jobs/,"Listed in Pune with all-India travel, and included because it is genuinely open, not because it fits. The req asks ITI or Diploma with 1-3 years, and the pay reflects that — a B.E. graduate is overqualified and underpaid in this seat. Priced at the lower half of the ops row (Rs 2.6-9L), which alread"
BGauss,RR Global,Series D,2026-08-20,111.0,,Adesh Realtor[+2],2020,mixed,Territory Sales Executive (EV Two-Wheelers),"Business development, inside sales and account management",likely,3.5,6,low,https://www.linkedin.com/company/bgauss/jobs/,"The single most predictable hire from this round. Going from ~120 to 500 dealerships needs feet on the street covering assigned districts, pushing retail volume through dealer counters and chasing the monthly registration number that BGauss is publicising. OEMs hire freshers into exactly this. Price"
BGauss,RR Global,Series D,2026-08-20,111.0,,Adesh Realtor[+2],2020,mixed,Dealer Development Executive,Business development and channel expansion,likely,4,6.5,low,https://www.linkedin.com/company/bgauss/jobs/,"Ties to the round more directly than any other role: the money is explicitly for distribution, and the stated target is roughly quadrupling the outlet count. This is the person who scouts partners, evaluates showroom locations, runs onboarding and gets a new outlet trading. Slightly above plain terr"
BGauss,RR Global,Series D,2026-08-20,111.0,,Adesh Realtor[+2],2020,mixed,Supply Chain / Production Planning Executive,"Operations, supply chain and city launch",likely,3.2,5.5,low,https://www.linkedin.com/company/bgauss/jobs/,"The round funds capacity expansion beyond the current ~100,000 units a year at Chakan. Scaling a line means materials planning, vendor scheduling, inbound logistics and inventory control — and this is the one family where a fresh mechanical or production engineering degree is the actual qualificatio"
BGauss,RR Global,Series D,2026-08-20,111.0,,Adesh Realtor[+2],2020,mixed,Management Trainee / Graduate Trainee – Sales & Marketing,Management trainee and graduate leadership programmes,possible,4,7,low,https://www.linkedin.com/company/bgauss/jobs/,"RR Global is an established group with the scale to run a rotational intake, and a subsidiary tripling its retail volume is the natural place to put trainees. Marked possible rather than likely because no BGauss graduate programme is visible and there is no careers page to host one. Priced off the M"
BGauss,RR Global,Series D,2026-08-20,111.0,,Adesh Realtor[+2],2020,mixed,Marketing Executive – Retail & Brand Activation,Growth and performance marketing,possible,3.5,6,low,https://www.linkedin.com/company/bgauss/jobs/,"A scooter priced from Rs 94,990 is sold at the showroom and at local events, not through a CAC dashboard, so the marketing hire here is retail activation, dealer co-op campaigns and test-ride drives rather than performance media. That is why the band sits well under the growth-marketing Series C+ ot"
KARM BABA,,Seed,2026-08-20,1.0,,,2025,mixed,Business Development Executive (supplier and buyer acquisition),"Business development, inside sales and account management",likely,3.5,6,low,"None exists. Verified across all three surfaces: https://www.karmbaba.com/ is a React SPA whose JS bundle declares only /, /login, /register, /dashboard, /products, /suppliers and /rfq routes — no careers route, and /careers, /jobs and /join-us return the same 1,453-byte shell as a nonsense URL; https://www.karmsolutions.com/ nav is only about/services/portfolio/podcast/contact; https://in.linkedin.com/company/karmbaba has an empty jobs tab. Nothing on Naukri, Indeed, Internshala or LinkedIn Jobs. The realistic application route is a direct approach to the founder on LinkedIn.","A B2B trade marketplace has one growth engine: getting more vetted suppliers onto the catalogue and converting inbound RFQs into transactions. With ₹6.30 crore of self-reported GMV and a live /rfq flow in the product, the seat that moves the number is someone calling agri and industrial SMEs across "
KARM BABA,,Seed,2026-08-20,1.0,,,2025,mixed,Export / Trade Operations Executive,"Operations, supply chain and city launch",likely,3.5,6.5,low,"None exists. Verified across all three surfaces: https://www.karmbaba.com/ is a React SPA whose JS bundle declares only /, /login, /register, /dashboard, /products, /suppliers and /rfq routes — no careers route, and /careers, /jobs and /join-us return the same 1,453-byte shell as a nonsense URL; https://www.karmsolutions.com/ nav is only about/services/portfolio/podcast/contact; https://in.linkedin.com/company/karmbaba has an empty jobs tab. Nothing on Naukri, Indeed, Internshala or LinkedIn Jobs. The realistic application route is a direct approach to the founder on LinkedIn.","The round is explicitly described as funding deeper international trade partnerships, and the company claims operations touching Kenya, UAE, Saudi Arabia, Singapore, Turkey, Iraq and Canada. Cross-border trade needs someone doing RFQ coordination, quotation follow-up, supplier vetting and export doc"
KARM BABA,,Seed,2026-08-20,1.0,,,2025,mixed,Digital Marketing Executive — KARM Solutions,Growth and performance marketing,possible,3,5,low,"None exists. Verified across all three surfaces: https://www.karmbaba.com/ is a React SPA whose JS bundle declares only /, /login, /register, /dashboard, /products, /suppliers and /rfq routes — no careers route, and /careers, /jobs and /join-us return the same 1,453-byte shell as a nonsense URL; https://www.karmsolutions.com/ nav is only about/services/portfolio/podcast/contact; https://in.linkedin.com/company/karmbaba has an empty jobs tab. Nothing on Naukri, Indeed, Internshala or LinkedIn Jobs. The realistic application route is a direct approach to the founder on LinkedIn.","KARM Solutions is a delivery agency selling SEO, web development and performance marketing to SMEs, and agencies staff delivery with freshers by design — it is the standard entry point into this business. It is also the cheapest seat in the company: agency delivery benchmarks to the low mode of the "
KARM BABA,,Seed,2026-08-20,1.0,,,2025,mixed,Supplier Onboarding / Category Associate,Category management and merchandising,possible,3.2,5.5,low,"None exists. Verified across all three surfaces: https://www.karmbaba.com/ is a React SPA whose JS bundle declares only /, /login, /register, /dashboard, /products, /suppliers and /rfq routes — no careers route, and /careers, /jobs and /join-us return the same 1,453-byte shell as a nonsense URL; https://www.karmsolutions.com/ nav is only about/services/portfolio/podcast/contact; https://in.linkedin.com/company/karmbaba has an empty jobs tab. Nothing on Naukri, Indeed, Internshala or LinkedIn Jobs. The realistic application route is a direct approach to the founder on LinkedIn.","The marketplace's stated value proposition is vetted suppliers across agri-commodities, food, industrial goods and raw materials — somebody has to build and clean that catalogue, verify GST and export credentials, and structure the product taxonomy. Banded below the metro category row because at thi"
KARM BABA,,Seed,2026-08-20,1.0,,,2025,mixed,Founder's Office / Business Associate,Founder's office / chief of staff / strategy associate,possible,4,7,low,"None exists. Verified across all three surfaces: https://www.karmbaba.com/ is a React SPA whose JS bundle declares only /, /login, /register, /dashboard, /products, /suppliers and /rfq routes — no careers route, and /careers, /jobs and /join-us return the same 1,453-byte shell as a nonsense URL; https://www.karmsolutions.com/ nav is only about/services/portfolio/podcast/contact; https://in.linkedin.com/company/karmbaba has an empty jobs tab. Nothing on Naukri, Indeed, Internshala or LinkedIn Jobs. The realistic application route is a direct approach to the founder on LinkedIn.","Post-raise, founders at this stage often add one generalist for investor reporting, the media/podcast arm and partnership coordination. Highest band of the five because the seat is scoped by the founder and can be negotiated individually — but the caveat matters more than the band: the published met"
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Territory Sales Manager,Field and channel sales (dealer-facing),listed now,3.5,6.5,low,https://omegaseikimobility.com/career/,"Listed twice on the careers page and it is the seat the round most directly funds - taking the dealer/service network from ~150 touchpoints to a stated 250 by FY28 needs territory feet on the ground. Honest caveat: at an auto OEM this title normally wants 3-6 years of 2W/3W dealer sales, so a 2026/2"
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Area Sales Manager,Field and channel sales (multi-territory),listed now,5.5,8,low,https://omegaseikimobility.com/career/,"Listed now, and network expansion creates more of them - but this sits one rung above TSM, owning several territories or a state, and Indian auto OEMs staff it at 5-10 years of channel experience. Include it for completeness: it is effectively closed to a 0-1 year graduate. The band shown is the flo"
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Assistant Manager/Sr. EHS Officer,"EHS, safety and plant compliance (staff function, not product engineering)",listed now,3.2,5,low,https://omegaseikimobility.com/career/,"Listed now, and capacity expansion at Faridabad and Pune plus the new Jafza line makes plant safety headcount a real need. The posted level (Assistant Manager / Senior Officer) implies 4-8 years plus an ADIS/PDIS industrial-safety diploma, which a B.E. fresher will not have. The fresher-accessible v"
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Dealer Development Executive / Sales Trainee (Network Expansion),Channel and dealer development (sales operations),likely,3.5,6,low,https://omegaseikimobility.com/career/,"The single most defensible prediction, because it is exactly what the money is for: going from ~150 to 250 touchpoints means signing, onboarding, training and auditing roughly 100 new dealers over two years. That work - prospect lists, showroom readiness checks, DMS onboarding, dealer training - is "
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Service and After-Sales Support Executive (Customer Support),After-sales service and customer support,likely,3,4.8,low,https://omegaseikimobility.com/career/,"OSM sells to last-mile fleets and driver-owners whose income stops when the vehicle stops, so uptime is the product. Every new dealer touchpoint carries a service bay behind it, and EV three-wheelers add battery/BMS diagnostics and warranty claim handling that fleets escalate daily. This is the high"
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Retail Finance Executive / Channel Finance Officer,Retail finance and BFSI partnerships (sales enablement),likely,3.5,6.5,low,https://omegaseikimobility.com/career/,"The careers page is advertising an AGM/DGM/GM for Retail Finance, which is direct evidence OSM is building this function from the top down - and a leader hired at that level always pulls in junior file-processing headcount underneath. Electric three-wheelers are a financing-led purchase: a driver-ow"
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Graduate Trainee - Sourcing and Supply Chain (Buyer),"Procurement, sourcing and supply chain",likely,4,6.5,low,https://omegaseikimobility.com/career/,"The classic business-track entry for a B.Tech at any Indian auto OEM, and the round explicitly funds installed-capacity expansion at Faridabad and Pune. Scaling output on a bill of materials that is import-exposed (cells, controllers, motors) plus standing up a Jafza assembly line means vendor devel"
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Key Account Executive - Fleet and B2B Sales,B2B key account management,possible,4.5,7.5,low,https://omegaseikimobility.com/career/,"OSM's demand is concentrated in e-commerce and last-mile logistics fleets buying in tens and hundreds of units, not walk-in retail. Those accounts need order tracking, delivery scheduling, uptime reporting and renewal conversations - support work sitting under a senior key-account owner. A fresher j"
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Export / International Business Executive (Dubai-Africa desk),International business and export sales,possible,5,8,low,https://omegaseikimobility.com/career/,"Inc42 and YourStory both frame the raise as funding the Jafza (Dubai) assembly plant and an Africa push, and the plant opened Aug 2025 - so the desk exists. Export documentation, LC and shipping coordination, CKD kit planning, distributor support. Real but tiny: an OEM this size runs an internationa"
Omega Seiki Mobility,Anglian Omega,Series A,2026-08-20,57.3,,Sanjeev Agarwal Family Office[+3],2018,mixed,Management Trainee / Strategy and Investor Relations Analyst (Chairman's Office),"Strategy, founder's office and business analysis",possible,5,9,low,https://omegaseikimobility.com/career/,"Multiple outlets tie the back-to-back Rs 50 Cr raises to a pre-IPO build-up at a reported Rs 1,775-2,833 Cr valuation. Companies preparing to list add junior analyst capacity for data rooms, investor decks, competitor tracking and board reporting, usually attached to the chairman's office. This is t"
Savemfi,,Conventional Debt,2026-08-20,3.0,,State Bank of India,,,,,,,,,,
Zaydn sneakers,,Seed,2026-08-20,6.51,,Inflection Point Ventures[+1],2021,mixed,Performance Marketing Executive / Growth Associate,Growth and performance marketing,likely,3.5,6.5,low,"https://in.linkedin.com/company/zaydn-sneakers/jobs (no careers page exists — zaydns.com/pages/careers returns 404, and the site footer and sitemap carry only policy pages; LinkedIn is the only hiring channel and showed zero company-posted openings as of 10 Sep 2026)","The round's single most explicit use of funds is ""expanding performance marketing and accelerating growth across D2C and key marketplaces"". A brand at ~Rs 1 crore/month that lives on paid social and Google cannot scale spend on two founders alone; a junior media buyer to run campaigns, creatives and"
Zaydn sneakers,,Seed,2026-08-20,6.51,,Inflection Point Ventures[+1],2021,mixed,"Marketplace / E-commerce Executive (Myntra, Amazon, Nykaa)",Category management and merchandising,likely,3.5,6,low,"https://in.linkedin.com/company/zaydn-sneakers/jobs (no careers page exists — zaydns.com/pages/careers returns 404, and the site footer and sitemap carry only policy pages; LinkedIn is the only hiring channel and showed zero company-posted openings as of 10 Sep 2026)","Three marketplace accounts plus their own Shopify store need daily catalogue uploads, listing hygiene, A+ content, price and buy-box management, ad panels (Amazon Ads, Myntra PLA) and returns reconciliation. This is the classic first ops-side hire for a D2C brand once inventory money arrives, and it"
Zaydn sneakers,,Seed,2026-08-20,6.51,,Inflection Point Ventures[+1],2021,mixed,Supply Chain / Production Planning Executive,"Operations, supply chain and city launch",likely,3,5.5,low,"https://in.linkedin.com/company/zaydn-sneakers/jobs (no careers page exists — zaydns.com/pages/careers returns 404, and the site footer and sitemap carry only policy pages; LinkedIn is the only hiring channel and showed zero company-posted openings as of 10 Sep 2026)","The round is a working-capital and inventory round for a brand that manufactures in-house at Nangloi. Someone junior has to sit between the factory and the sales channels on size-curve planning, PO tracking, material follow-up, WIP and stock transfers to marketplace warehouses. In-house manufacturin"
Zaydn sneakers,,Seed,2026-08-20,6.51,,Inflection Point Ventures[+1],2021,mixed,Social Media & Content Executive (Brand),Growth and performance marketing,likely,2.8,5,low,"https://in.linkedin.com/company/zaydn-sneakers/jobs (no careers page exists — zaydns.com/pages/careers returns 404, and the site footer and sitemap carry only policy pages; LinkedIn is the only hiring channel and showed zero company-posted openings as of 10 Sep 2026)","Funds are earmarked for brand building, and the customer is Gen-Z, where Instagram/YouTube/reels output and creator seeding is the brand engine. The CMO co-founder will keep the strategy and hand a junior the calendar, shoots, creator coordination and community replies. Cheapest role on this list an"
Zaydn sneakers,,Seed,2026-08-20,6.51,,Inflection Point Ventures[+1],2021,mixed,Category / Merchandising Associate (Footwear),Category management and merchandising,possible,3.5,6.5,low,"https://in.linkedin.com/company/zaydn-sneakers/jobs (no careers page exists — zaydns.com/pages/careers returns 404, and the site footer and sitemap carry only policy pages; LinkedIn is the only hiring channel and showed zero company-posted openings as of 10 Sep 2026)","Round funds product development and inventory scale, which means more SKUs, sell-through analysis, style-level margin tracking and range planning per season. At a sub-30-person brand the CMO may still own this personally, which is why it is possible rather than likely, but it is the natural second c"
Zaydn sneakers,,Seed,2026-08-20,6.51,,Inflection Point Ventures[+1],2021,mixed,Customer Support / CX Executive,"Operations, supply chain and city launch",possible,2.4,4,low,"https://in.linkedin.com/company/zaydn-sneakers/jobs (no careers page exists — zaydns.com/pages/careers returns 404, and the site footer and sitemap carry only policy pages; LinkedIn is the only hiring channel and showed zero company-posted openings as of 10 Sep 2026)","Zaydn posted exactly this title in New Delhi around early 2024 (the listing is now expired), so it is a role they have hired before and will hire again as order volume rises. Sizing, returns and exchange queries scale linearly with a footwear brand's shipments. Lowest-paid and highest-churn seat her"
Zaydn sneakers,,Seed,2026-08-20,6.51,,Inflection Point Ventures[+1],2021,mixed,Founder's Office / Business Associate,Founder's office / chief of staff / strategy associate,possible,4,8,low,"https://in.linkedin.com/company/zaydn-sneakers/jobs (no careers page exists — zaydns.com/pages/careers returns 404, and the site footer and sitemap carry only policy pages; LinkedIn is the only hiring channel and showed zero company-posted openings as of 10 Sep 2026)","First institutional round means investor reporting to IPV, unit-economics and CAC/contribution-margin tracking, and vendor/channel coordination that neither founder has time for. Real but less certain: an inventory-heavy factory brand usually spends its first post-round hires on marketing and ops be"
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,Trainee - CLM,"Growth and performance marketing (entry-level, 0-2 years, India)",listed now,3,6.5,low,https://bookmyshow.hire.trakstar.com/,"Listed now, in Mumbai, and filed under the careers page's 'Intern With Us' category — CLM is customer-lifecycle/CRM marketing (retention, push/email journeys, cohort reporting), one of the two genuine 0-1 year doors into the company right now. Analytical enough that an engineering grad is credible o"
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,Trainee - Sponsorship Sales (Live Events),"Business development, inside sales and account management (entry-level, 0-2 years, India)",listed now,3,6.5,low,https://bookmyshow.hire.trakstar.com/,"Listed now, Mumbai, also under 'Intern With Us', and it sits exactly where the KKR money is pointed — selling brand sponsorship into owned festival IP (Lollapalooza India and similar). The clearest fresher entry point in the company. Series C+ Mumbai BD row is Rs 6.5-12L fixed, but that row is ancho"
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,Executive - Social Media,"Growth and performance marketing (entry-level, 0-2 years, India)",listed now,4.5,8,low,https://bookmyshow.hire.trakstar.com/,"Listed now, Mumbai, Marketing. 'Executive' is BookMyShow's first post-trainee rung and these roles routinely go to 0-2 year candidates. Organic social at a consumer-entertainment brand is a content/community job rather than a paid-performance job, so it sits below the performance-marketing anchors i"
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,Search Engine Optimization,"Growth and performance marketing (entry-level, 0-2 years, India)",listed now,4.5,9,low,https://bookmyshow.hire.trakstar.com/,"Listed now, Mumbai, Marketing, and the title carries no seniority prefix — which usually signals an individual-contributor role open at 1-3 years, so a 0-1 year graduate is at the bottom edge rather than the centre of the target. BookMyShow's showtime and event pages are a large organic-traffic asse"
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,Management Trainee / Graduate Trainee - Live Entertainment,"Management trainee and graduate leadership programmes (India, 0-2 years)",likely,5,9,low,https://bookmyshow.hire.trakstar.com/,"Predicted. The company already runs a trainee channel (two trainee roles live now) and the round explicitly funds scaling live entertainment across the 700+ towns it already ticketes — that is the classic trigger for a rotational graduate intake across event ops, sponsorship and city launch. Series "
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,Executive - Project Management / Event Operations (Live),"Operations, supply chain and city launch (entry-level, 0-2 years, India)",likely,4,7.5,low,https://bookmyshow.hire.trakstar.com/,"Predicted, and near-certain to recur: 'Assistant Project Management (Events)' is open right now, and owned festival IP plus in-house production capability means on-ground execution headcount scales with the event calendar, not with the tech roadmap. This is the central/city-launch ladder of the ops "
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,Executive - Sponsorship & Brand Partnerships (BMS Live),"Business development, inside sales and account management (entry-level, 0-2 years, India)",likely,5,9,low,https://bookmyshow.hire.trakstar.com/,"Predicted as the junior rung under the 'Senior Executive - Brandlabs (BMS Live)' and 'Senior Manager - Sponsorship (Live Events)' roles already posted. Live events hit ~Rs 756 crore in FY25 (up 66% YoY) and are about to overtake ticketing, and sponsorship revenue is the part of that the KKR capital "
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,Analyst - Business / Pricing & Ticketing Insights,"Business analyst and data analyst (entry-level, 0-2 years, India)",possible,6,11,low,https://bookmyshow.hire.trakstar.com/,"Predicted. A profitable Rs 1,869 crore consumer platform with occupancy, dynamic-pricing, convenience-fee and event-yield questions needs junior analysts, and this is the single best-fit family for an engineering graduate on the business track (SQL, dashboards, cohort work). The benchmark note is em"
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,"Associate - Content / Category Partnerships (studios, venues, promoters)",Category management and merchandising,possible,5,10,low,https://bookmyshow.hire.trakstar.com/,"Predicted. Supply on this platform is films, venues, promoters and artists rather than SKUs, so the category-management skill maps directly onto relationship and catalogue management with studios and event organisers. The Series C+ category row is Rs 5-20L and openly bimodal: a tier-1 MBA 'Category "
Big Tree Entertainment,,Series D,2026-08-19,,,KKR,1999,mixed,Associate - Growth / Performance Marketing (app),"Growth and performance marketing (entry-level, 0-2 years, India)",possible,6,11,low,https://bookmyshow.hire.trakstar.com/,"Predicted. A transactional app of this scale runs continuous paid acquisition, app-install and retention spend, and the marketing team is already hiring at the executive rung (social, SEO). Paid growth is the analytical end of marketing and the one where an engineering grad's numeracy converts to pa"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Product Manager,Product analyst and associate product manager (APM),listed now,7,11,low,https://www.butterflylearnings.com/career,"Posted now in Thane, and it is the head-office seat the round most directly funds — the raise explicitly names strengthening the technology platform and building AI/digital capability, plus productising the Get SET Early screener for hospitals. But a company this size runs one or two PMs, and the ti"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Social Media Manager,Growth and performance marketing,listed now,4,7,low,https://www.butterflylearnings.com/career,"Posted now in Thane, full-time in-person. A 90-centre chain lives on parent enquiries, and social is the top of that funnel — plus autism-awareness content is how this category builds trust. The 'Manager' title is inflated for the scope: at a sub-100-person head office this is one person owning Inst"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Content Writer,Growth and performance marketing,listed now,3.5,5.5,low,https://www.butterflylearnings.com/career,"Posted now in Thane. Content is the core acquisition asset in paediatric therapy — parent-education articles on autism, ADHD and speech delay are what rank and convert, and the Get SET Early launch needs clinician-facing collateral too. Open to a fresher with strong writing samples, but the pay refl"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Associate Content Writer,Growth and performance marketing,listed now,2.5,4.5,low,https://www.butterflylearnings.com/career,"Posted on LinkedIn about three weeks ago, Thane. This is the single most realistic entry point on the current list for a 0-1 year graduate — the 'Associate' prefix is what a company uses when it is explicitly budgeting for a fresher. It is also the lowest-paid non-internship seat here, and the ceili"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Video Editor (Internship),Growth and performance marketing,listed now,1.2,2.4,low,https://www.butterflylearnings.com/career,"Posted now, Thane district, in-person internship. Banded as an annualised stipend of roughly ₹10,000-20,000/month, not a salary — do not read this row as a job offer band. Worth listing because it is genuinely open to someone with zero experience and can convert to a full-time creative seat, but it "
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Front Desk Receptionist,"Operations, supply chain and city launch",listed now,1.8,3,low,https://www.butterflylearnings.com/career,"Posted on LinkedIn about a month ago for Aurangabad — evidence the centre-network expansion is actively staffing outside the Mumbai region. Included for completeness and honesty: it is open to a fresher, but it is a centre administration seat, not a graduate business track, it is banded off the non-"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Business Development Associate — Get SET Early (Hospital & Paediatrician Partnerships),"Business development, inside sales and account management",likely,4,7,low,https://www.butterflylearnings.com/career,"The clearest predicted role in the profile. One of the three stated uses of the round is commercialising the CDSCO-approved eye-tracking autism screener through hospital and paediatrician partnerships — that is a B2B field-sales motion, and the company shows no such role posted, meaning it has to bu"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Admissions / Parent Counsellor (Inside Sales),"Business development, inside sales and account management",likely,3,5.5,low,https://www.butterflylearnings.com/career,"The highest-volume fresher lane at any Indian therapy or education chain, and the one this company most obviously needs: 90+ centres generating parent enquiries that someone must call, counsel and convert into assessments and therapy plans. It does not appear in the current listings, but roles like "
